Name,NKalone_1,NKalone_2,NKalone_3,NKIL2_1,NKIL2_2,NKIL2_3,NKINB16_1,NKINB16_2,NKINB16_3,NKK562_1,NKK562_2,NKK562_3
ADRA2B,8,6,8,1,4,0,21,62,29,5,5,8
ADRA2C,0,0,0,0,0,0,0,1,0,9,12,12
ADRB1,12,11,4,8,28,0,21,39,3,6,3,4
ADRB2,2910,1779,2059,1672,1453,1374,1765,723,790,345,66,114
ADRB3,0,0,0,0,0,0,0,0,0,0,0,0
ADRBK1,14815,7336,17566,7667,11156,11851,10936,15264,12097,3605,4817,6706
ADRBK2,245,495,143,187,262,51,319,133,96,267,359,423
ADRM1,1298,803,1388,1290,1359,1013,962,1634,1394,1459,2585,4815
ADSL,912,638,625,916,801,591,471,596,475,963,1589,2490
ADSS,2301,1521,2320,1920,2294,1285,1451,1726,1387,1510,1230,1445
ADSSL1,21,14,19,13,24,19,18,42,40,79,168,246
ADTRP,9,35,7,5,4,0,123,7,4,132,318,411
AEBP1,78,53,96,196,334,189,372,173,114,26,21,59
AEBP2,1463,912,1312,1122,1468,1119,1077,904,746,750,491,468
AEN,296,321,366,416,449,313,651,749,500,860,1569,2863
AES,16691,8993,12855,8877,8923,7551,8543,8460,7579,4476,5882,9446
AFAP1,956,293,1198,623,607,1305,1086,442,721,310,56,98
AFAP1-AS1,3,4,7,0,0,0,4,10,3,1119,3503,5166
AFAP1L1,11,6,5,14,14,0,1,3,0,2,3,1
AFAP1L2,83,87,44,401,258,136,28,30,15,10,1,10
AFF1,6022,3595,4182,3561,3898,2859,3018,3414,2839,3130,2384,3209
AFF2,13,13,4,5,8,0,57,10,3,22,16,21
AFF3,483,385,165,113,131,69,150,62,77,35,7,6
AFF4,5039,3754,6221,3333,6113,4235,3804,5730,4765,3020,4064,5058
AFG3L1P,1076,535,900,700,873,561,660,1112,899,547,672,967
AFG3L2,1328,1002,1411,1235,1900,1091,775,1357,1250,2626,3610,5212
AFM,0,0,0,0,0,0,0,0,0,1,2,2
AFMID,74,58,59,78,51,14,70,60,46,555,906,1557
AFP,0,0,0,0,0,0,0,2,0,11,34,69
AFTPH,3171,2081,4099,1943,4296,2701,2767,3046,2475,1618,1362,1468
AGA,482,386,352,381,286,181,259,322,236,265,539,621
AGAP1,2130,564,1266,992,656,775,479,281,373,233,250,282
AGAP1-IT1,0,0,0,0,0,0,1,0,0,3,9,8
AGAP11,5,3,2,1,0,0,2,9,0,155,376,433
AGAP2,3879,1852,3110,2475,2338,2059,1708,1653,1416,384,156,147
AGAP2-AS1,35,15,35,19,29,20,7,24,27,8,14,6
AGAP3,1187,807,817,534,608,448,512,632,522,1098,1472,2171
AGAP4,169,74,88,90,86,67,79,139,60,72,55,88
AGAP5,172,88,220,99,219,100,69,123,85,96,149,234
AGAP6,585,300,678,337,622,553,453,537,530,529,653,867
AGAP7P,2,12,18,1,10,1,3,5,13,13,4,20
AGAP9,154,114,104,80,122,79,88,175,70,116,156,232
AGBL1,0,0,0,0,0,0,0,0,0,0,0,0
AGBL1-AS1,0,0,0,0,0,0,0,0,0,0,0,0
AGBL2,148,78,97,48,66,56,88,89,51,39,20,21
AGBL3,37,34,30,13,58,29,50,42,25,39,48,43
AGBL4,0,0,1,0,0,0,0,0,0,0,0,0
AGBL4-IT1,0,0,0,0,0,0,0,0,0,0,0,0
AGBL5,505,265,424,255,360,193,371,672,438,878,1616,2553
AGBL5-AS1,4,0,1,1,0,0,2,1,2,1,1,3
AGER,18,3,13,6,6,0,5,7,6,0,1,3
AGFG1,2254,1569,2726,1806,3189,2095,1577,2108,1461,1524,1654,1751
AGFG2,957,464,695,639,490,484,437,331,215,234,219,305
AGGF1,1611,1194,2167,1133,1774,1248,895,1077,934,818,794,882
AGK,250,211,142,439,450,157,422,344,285,380,319,503
AGL,1260,1033,1320,1116,1422,799,1090,905,618,1445,1232,1392
AGMAT,26,20,19,70,67,52,14,5,8,8,2,2
AGMO,0,0,0,0,0,0,7,0,0,1,0,8
AGO1,2684,1683,2043,1726,1897,1756,1393,2132,1878,1943,2246,3160
AGO2,1311,785,2494,1040,2104,2054,1778,2177,2974,1156,931,1291
AGO3,907,491,1124,608,1159,835,643,850,606,797,669,942
AGO4,4717,3050,5445,2158,3320,3207,2585,3612,2880,1283,1342,1496
AGPAT1,37,8,26,31,10,11,32,16,17,21,18,39
AGPAT2,255,262,196,274,225,129,130,216,171,446,966,1812
AGPAT3,1729,1040,1471,1482,1347,1336,1199,966,994,1236,1444,1979
AGPAT4,2447,1479,2914,1001,1657,1895,1338,3124,2230,622,531,523
AGPAT4-IT1,303,142,366,123,202,238,143,303,281,67,48,41
AGPAT5,771,720,467,779,798,445,446,380,314,1275,1432,1493
AGPS,1475,1547,1819,1402,2150,1346,975,894,656,2164,2868,2991
AGR2,0,0,0,0,0,0,0,0,0,0,0,0
AGR3,0,0,0,0,0,0,0,0,0,0,0,0
AGRN,401,255,222,272,322,198,322,307,271,1919,3386,5791
AGRP,0,0,0,2,0,0,0,0,0,0,0,0
AGT,0,0,0,0,0,0,0,0,0,0,0,0
AGTPBP1,4463,2768,3826,2399,3146,2169,3049,3735,2473,827,396,392
AGTR1,0,0,0,0,0,0,0,0,0,0,0,0
AGTR2,0,0,0,0,0,0,0,0,0,0,0,0
AGTRAP,865,363,279,813,341,270,417,381,268,262,446,774
AGXT,0,0,0,0,0,0,0,0,0,0,0,0
AGXT2,0,0,0,0,0,0,0,0,0,0,0,0
AHCTF1,1933,1201,2391,1263,2508,1771,1419,2086,1770,2527,3415,4456
AHCTF1P1,15,8,47,15,18,16,21,10,28,39,53,77
AHCY,375,376,254,600,401,206,459,244,223,2970,5380,8905
AHCYL1,2350,1673,2077,1835,2212,1264,2060,1804,1399,5300,7476,9721
AHCYL2,872,546,542,436,424,437,629,677,397,229,407,374
AHDC1,1515,798,3517,1184,2474,3218,1032,998,938,906,829,1553
AHI1,732,896,817,406,814,556,680,1361,997,1091,1136,1301
AHNAK,297455,123027,157428,134255,111621,96102,108145,45352,54451,34452,28636,40281
AHNAK2,2,4,2,0,0,1,2,2,2,24,6,18
AHR,934,903,464,1646,2184,1009,1391,1397,815,271,80,61
AHRR,297,396,100,120,309,101,147,90,47,141,67,82
AHSA1,1129,954,1386,1391,1837,1136,1488,1728,1260,1241,1574,2430
AHSA2,4135,2151,2746,2101,2299,1476,3196,2626,1971,1905,1662,1928
AHSG,0,0,0,0,0,0,0,0,2,1,1,1
AHSP,0,1,0,0,0,0,0,0,0,35,27,41
AICDA,1,0,0,3,0,0,1,0,0,0,0,0
AIDA,306,253,450,262,432,302,315,242,151,453,341,489
AIF1,0,0,0,0,0,0,11,3,0,0,1,0
AIF1L,1,1,0,2,0,8,0,0,0,63,63,63
AIFM1,717,481,533,584,488,559,647,667,522,1640,2945,3870
AIFM2,314,259,232,316,433,269,114,266,253,338,692,960
AIFM3,10,18,6,10,2,0,1,8,9,9,5,4
AIG1,58,52,34,67,35,32,44,52,24,1624,2272,2348
AIM1,984,1305,801,913,1834,756,1059,967,1043,211,93,94
AIM1L,253,53,944,26,40,480,137,16,187,56,81,140
AIM2,74,18,8,36,21,0,86,6,10,63,7,24
AIMP1,1278,811,816,986,1289,500,814,1212,663,1582,2345,2721
AIMP2,228,172,178,324,264,183,160,214,198,541,826,1377
AIP,1455,709,865,870,806,370,790,960,722,532,821,1341
AIPL1,0,0,0,0,0,0,0,2,0,0,0,0
AIRE,0,0,0,0,0,0,1,0,0,0,0,0
AIRN,0,0,0,0,0,0,0,0,0,0,0,0
AJAP1,1,1,0,0,0,0,0,0,0,0,0,0
AJUBA,88,24,41,45,92,8,123,23,40,106,146,237
AK1,2184,1021,2029,802,885,836,1341,1793,1687,645,651,1054
AK2,2722,1469,2154,3131,2827,1286,1586,1615,1307,5083,7917,11261
AK3,1279,901,1105,767,950,658,1067,938,700,1683,2521,2461
AK4,780,531,58,978,501,311,184,28,29,645,644,762
AK5,86,133,479,231,64,311,58,13,209,9,1,28
AK6,0,0,0,0,0,0,0,0,0,0,0,0
AK7,1,0,0,1,0,0,1,1,0,7,12,8
AK8,3,19,1,0,0,1,4,2,3,1,1,0
AK9,894,517,503,353,418,277,514,506,324,137,77,59
AKAP1,581,440,754,630,716,658,393,400,317,1062,1164,1910
AKAP10,2390,1312,1547,1327,1716,902,1297,1576,1218,703,733,761
AKAP11,3407,2430,3560,2509,3232,1815,2319,2268,1801,1976,1864,1733
AKAP12,121,22,6,23,26,18,529,19,5,245,18,46
AKAP13,32052,17703,31197,14635,21507,20733,17854,18647,17297,4383,1365,1624
AKAP14,0,0,0,0,0,0,1,3,0,1,0,1
AKAP17A,0,0,0,0,0,0,0,0,0,0,0,0
AKAP2,1,2,0,0,0,0,1,1,0,0,0,0
AKAP3,18,18,6,24,3,16,14,8,4,7,6,4
AKAP4,1,0,0,0,0,0,0,0,0,11,8,14
AKAP5,897,1522,2553,912,3552,1535,1295,2570,2001,377,293,233
AKAP6,3,4,3,1,0,0,1,4,1,2,4,3
AKAP7,344,336,321,266,307,178,225,302,196,96,109,71
AKAP8,2576,1202,2021,1859,1898,1738,1097,3024,1988,975,1755,2510
AKAP8L,2852,1446,2736,1328,2069,1565,2132,3137,2632,2347,3225,5201
AKAP9,9485,5540,9119,5026,8325,5106,5486,7948,4491,4513,4090,3504
AKIP1,88,86,74,79,64,17,89,118,78,368,459,665
AKIRIN1,2337,1597,2515,1814,2831,1398,1779,3206,2201,3544,4823,6684
AKIRIN2,1209,770,801,630,879,617,931,1154,720,828,1566,2511
AKNA,36575,21011,30853,19984,20581,21928,20208,31258,27056,3978,2573,3162
AKNAD1,0,0,0,0,5,0,0,0,0,1,1,3
AKR1A1,758,705,600,887,736,584,492,774,657,1233,2209,3408
AKR1B1,1489,1185,1137,1126,1258,791,941,1278,999,229,178,231
AKR1B10,0,0,0,0,0,0,0,0,0,1,2,2
AKR1B15,0,0,0,0,0,0,0,0,0,0,1,0
AKR1C1,3,11,2,4,0,0,1,4,3,693,1083,1753
AKR1C2,1,0,2,0,0,30,0,1,7,202,295,346
AKR1C3,758,523,956,1834,1383,1332,696,695,995,169,114,175
AKR1C4,0,0,0,0,0,0,1,0,0,0,0,0
AKR1C6P,0,0,0,1,0,0,0,0,0,0,0,0
AKR1C8P,40,17,38,54,76,65,30,25,30,6,6,3
AKR1D1,0,1,0,0,0,0,0,0,0,0,0,0
AKR1E2,5,2,11,8,8,0,2,19,3,65,134,196
AKR7A2,555,348,477,436,410,411,271,545,380,883,1338,2332
AKR7A2P1,0,0,0,0,0,0,0,1,0,0,3,0
AKR7A3,18,5,18,8,17,57,9,37,27,27,51,48
AKR7L,23,12,32,5,19,49,5,21,25,34,82,96
AKT1,4700,2649,4128,4213,3581,3053,3173,4111,3725,2084,3145,5144
AKT1S1,722,374,527,394,429,347,260,493,377,744,996,1872
AKT2,4678,2545,4103,2872,3141,2808,2570,4132,3623,1647,2285,3853
AKT3,0,0,0,0,3,0,0,0,1,0,0,0
AKTIP,768,532,756,586,554,325,337,441,333,136,90,63
ALAD,1395,913,1280,815,1033,784,602,1101,726,467,828,1041
ALAS1,984,1131,666,1046,811,489,986,890,738,1279,1227,2145
ALAS2,0,0,0,0,0,0,1,1,2,548,311,512
ALB,1,1,1,0,0,0,1,10,3,6,7,9
ALCAM,215,405,54,99,75,36,353,26,21,96,6,4
ALDH16A1,1251,658,1070,702,798,1057,693,683,587,602,1034,1828
ALDH18A1,1149,790,908,1507,1347,486,884,965,894,1234,1224,1766
ALDH1A1,171,1315,0,14,1,0,13,6,0,219,828,911
ALDH1A2,1,5,2,0,0,0,16,35,1,6333,11094,14485
ALDH1A3,1,0,0,0,1,0,0,0,0,0,0,0
ALDH1B1,235,140,96,362,165,76,164,205,162,700,891,1350
ALDH1L1,1,0,0,0,0,0,0,0,0,2,12,21
ALDH1L1-AS1,0,0,1,0,0,0,0,2,1,0,0,1
ALDH1L1-AS2,1,0,0,0,0,0,0,0,0,0,0,0
ALDH1L2,6,26,1,3,1,0,3,6,1,883,2095,2136
ALDH2,72,276,26,13,34,34,48,39,32,516,1890,2797
ALDH3A1,0,0,0,0,0,0,1,3,0,0,0,0
ALDH3A2,1575,1526,1319,794,828,811,653,782,602,156,64,68
ALDH3B1,101,254,9,19,19,50,26,6,13,10,17,29
ALDH3B2,0,0,0,0,0,0,0,0,0,0,0,0
ALDH4A1,78,59,84,77,90,29,55,120,99,229,587,1002
ALDH5A1,537,566,708,298,530,421,352,426,385,787,1262,1521
ALDH6A1,654,427,468,312,378,107,275,455,290,340,342,313
ALDH7A1,13,23,4,3,0,0,0,2,0,0,0,3
ALDH8A1,72,50,88,26,70,32,21,80,55,34,43,80
ALDH9A1,1442,1198,1333,1367,1508,851,833,1335,1030,1163,1525,1995
ALDOA,18220,8264,10183,21256,15386,10203,10803,9525,8679,39620,35063,63722
ALDOB,0,0,0,0,2,0,1,1,0,1,0,1
ALDOC,3177,901,2152,3769,3086,1666,1412,669,556,5572,3112,5483
ALG1,456,275,316,349,259,286,161,332,255,218,299,397
ALG10,193,180,289,144,244,100,150,216,163,298,247,182
ALG10B,500,445,515,292,365,190,308,341,213,302,276,181
ALG11,314,219,361,255,399,292,149,373,236,95,144,138
ALG12,872,484,621,621,587,716,373,864,722,166,277,334
ALG13,2047,1149,1688,1122,1780,888,1154,1872,1163,1103,1190,1081
ALG14,49,39,61,57,57,12,27,29,20,38,42,47
ALG1L,0,5,2,1,4,0,2,7,5,2,4,8
ALG1L2,6,4,3,3,1,0,1,0,6,1,3,4
ALG1L9P,22,6,14,19,2,0,7,15,5,3,2,1
ALG2,1030,776,2282,790,1988,1204,612,1766,1240,893,1330,1873
ALG3,396,279,281,323,323,284,207,308,324,649,835,1715
ALG5,538,418,808,640,921,642,237,646,529,577,772,1141
ALG6,749,522,696,503,646,288,488,457,237,408,342,295
ALG8,402,318,266,490,319,176,249,194,121,658,1057,1267
ALG9,795,376,543,565,534,484,628,914,647,635,815,1138
ALK,1,0,1,0,3,0,1,0,0,0,0,2
ALKBH1,358,241,385,240,388,200,167,389,348,262,318,488
ALKBH2,149,117,107,159,203,61,63,157,94,322,465,678
ALKBH3,503,287,335,379,410,343,262,344,325,330,571,869
ALKBH3-AS1,1,0,0,0,0,0,0,0,0,1,0,0
ALKBH4,298,197,195,196,208,136,134,259,181,233,271,462
ALKBH5,3998,1974,3360,2768,3468,2458,2442,4305,3178,2290,2793,4405
ALKBH6,582,241,389,382,200,263,341,459,384,256,235,409
ALKBH7,251,146,176,134,110,159,126,254,184,195,614,1066
ALKBH8,630,435,618,483,840,552,387,599,422,322,362,393
ALLC,0,0,0,0,0,0,0,0,0,0,0,3
ALMS1,1871,1059,1759,1255,1870,1542,1164,1680,1353,931,903,1080
ALMS1-IT1,29,18,69,23,47,26,31,88,57,154,99,77
ALMS1P,9,9,9,8,9,0,7,5,10,5,1,1
ALOX12,8,0,10,2,0,0,1,2,8,23,77,133
ALOX12-AS1,179,62,145,80,139,60,87,114,120,41,38,89
ALOX12B,7,3,2,3,11,0,10,10,7,3,1,0
ALOX12P2,41,37,88,23,46,33,22,33,61,7,7,3
ALOX15,1,1,0,0,0,0,2,0,0,1,5,0
ALOX15B,5,26,2,3,0,0,2,0,1,3,0,3
ALOX15P1,1,5,8,0,10,0,0,0,0,0,1,0
ALOX5,0,0,0,0,0,0,0,0,0,0,0,0
ALOX5AP,2568,1566,2448,1508,1945,1320,1047,1913,1192,349,160,152
ALOXE3,3,0,4,1,1,0,1,6,3,1,3,8
ALPI,0,0,0,0,0,0,0,0,0,0,0,0
ALPK1,105,103,44,33,29,39,60,27,28,72,194,231
ALPK2,11,3,2,8,0,0,21,1,0,5,4,1
ALPK3,32,21,41,18,23,26,14,37,46,93,64,77
ALPL,1,6,0,1,0,0,0,0,0,0,3,11
ALPP,0,0,0,0,0,0,1,1,1,1,0,0
ALPPL2,0,0,0,0,0,0,0,0,0,1,0,1
ALS2,777,544,687,517,932,533,599,982,697,831,1060,1500
ALS2CL,21,6,9,2,3,0,10,5,7,6,3,6
ALS2CR11,0,1,0,0,0,0,0,0,0,1,0,1
ALS2CR12,134,82,100,82,101,64,61,155,80,37,27,24
ALX1,0,0,0,0,0,0,0,0,0,3,0,0
ALX3,1,1,1,0,0,0,1,3,2,0,0,5
ALX4,0,0,0,0,0,0,0,0,0,16,47,95
ALYREF,668,436,727,892,961,469,638,761,678,1319,2410,4131
AMACR,16,13,15,14,11,0,16,21,15,14,18,30
AMBN,0,0,0,0,0,0,0,0,0,0,0,2
AMBP,0,0,0,1,0,0,0,0,0,0,0,0
AMBRA1,1241,853,1638,774,1411,1483,862,1208,898,685,560,896
AMD1,2162,1165,1499,2011,2251,1225,2174,2529,1258,2440,6117,6311
AMDHD1,81,27,62,54,50,0,40,72,26,9,3,4
AMDHD2,890,499,426,401,335,168,232,440,352,195,310,472
AMELX,0,0,0,0,0,0,0,0,0,1,6,3
AMELY,0,0,0,0,0,0,0,0,0,0,0,0
AMER1,372,294,322,378,453,403,394,490,375,254,166,289
AMER2,0,0,1,1,0,0,0,0,0,0,0,0
AMER3,0,0,0,0,0,0,0,0,0,0,0,0
AMFR,1673,1137,1672,1212,1505,1039,1043,2025,1520,2230,3389,4954
AMH,31,8,59,9,25,29,29,30,24,140,398,819
AMHR2,0,0,0,0,0,0,1,2,0,264,480,834
AMICA1,925,1201,404,67,345,55,298,890,243,122,82,34
AMIGO1,304,286,118,121,80,47,92,146,85,29,22,31
AMIGO2,819,480,929,349,476,377,750,467,517,231,158,248
AMIGO3,224,87,363,158,413,391,65,369,261,121,507,966
AMMECR1,926,417,453,564,489,242,606,466,320,1598,1301,1288
AMMECR1L,1255,907,1474,1097,1743,1180,1088,1403,1198,941,1496,2282
AMN,10,3,8,10,3,0,8,9,5,5,2,1
AMN1,337,166,265,137,120,52,167,148,108,82,96,103
AMOT,366,227,285,165,160,122,197,75,80,39,10,5
AMOTL1,69,122,385,284,914,408,403,285,346,1026,1271,1768
AMOTL2,0,1,2,0,0,0,2,0,0,0,0,0
AMPD1,0,0,2,0,0,0,1,0,0,14,5,11
AMPD2,1342,555,1192,957,1140,804,620,1713,1415,924,1441,2503
AMPD3,492,517,299,307,247,184,383,77,120,734,424,630
AMPH,5,1,1,1,0,0,0,0,0,1,0,0
AMT,469,364,303,162,221,177,250,345,235,84,142,192
AMTN,0,0,0,0,0,0,0,0,0,0,0,0
AMY1A,0,0,0,0,0,0,0,0,0,0,0,0
AMY1B,0,0,0,0,0,0,0,0,0,0,0,0
AMY1C,0,0,0,0,0,0,0,0,0,0,0,0
AMY2A,0,3,0,0,0,0,0,7,1,0,0,0
AMY2B,863,402,531,285,259,272,501,375,365,183,76,66
AMZ1,56,6,236,11,229,332,29,15,51,37,14,9
AMZ2,2027,1479,1732,1516,2188,911,1810,3065,1748,811,853,994
AMZ2P1,524,541,507,228,635,352,587,884,720,205,166,210
ANAPC1,1410,910,1212,1353,1384,997,980,1213,736,1130,1651,2104
ANAPC10,141,117,146,148,170,191,111,195,168,262,298,323
ANAPC11,385,289,348,401,358,215,272,445,333,645,1243,2032
ANAPC13,594,520,672,419,489,340,379,429,341,901,969,1126
ANAPC15,305,149,223,282,203,191,206,248,174,383,558,717
ANAPC16,3348,2067,3041,2350,3096,1515,2105,2598,1777,2236,4455,4678
ANAPC1P1,4,2,3,0,4,0,2,8,3,0,1,2
ANAPC2,1941,766,1786,969,1243,1463,993,2094,1830,473,876,1509
ANAPC4,1961,1211,1207,1253,1593,649,1093,1214,687,889,1016,989
ANAPC5,5181,2705,4043,3103,3179,2365,2317,3218,2388,3065,5017,7380
ANAPC7,1678,960,1496,958,1302,829,1139,1336,1032,1908,2383,3146
ANG,3,4,9,3,5,0,7,2,6,3,1,12
ANGEL1,967,496,623,499,514,337,802,928,609,576,483,734
ANGEL2,2363,1185,2374,1277,2048,1291,1160,1869,1583,1004,1459,1520
ANGPT1,4,3,0,3,0,0,28,6,0,714,673,595
ANGPT2,4,1,0,1,0,0,67,1,0,24,0,5
ANGPT4,1,0,1,2,1,0,0,0,0,0,0,0
ANGPTL1,0,0,0,0,0,0,0,0,0,0,0,0
ANGPTL2,0,0,0,0,0,0,4,1,1,0,0,1
ANGPTL3,0,0,0,0,0,0,0,0,0,0,0,0
ANGPTL4,4,0,4,3,4,8,14,5,12,9,9,27
ANGPTL5,0,0,0,0,1,0,0,0,0,0,0,0
ANGPTL6,75,34,60,41,37,19,81,42,104,27,8,21
ANGPTL7,0,0,0,0,0,0,0,0,0,0,0,0
ANHX,0,0,0,0,0,0,0,0,0,0,0,0
ANK1,170,23,9,16,3,0,47,13,3,2623,2595,4218
ANK2,1,4,0,1,9,0,0,1,0,0,0,2
ANK3,148,120,79,39,39,32,57,27,28,508,354,325
ANKAR,363,263,346,155,232,202,205,208,110,57,26,27
ANKDD1A,286,211,109,182,62,103,222,97,102,90,29,36
ANKDD1B,22,21,14,10,12,1,7,17,4,17,13,13
ANKEF1,192,126,100,180,152,134,100,63,113,71,134,151
ANKFN1,0,1,0,0,0,0,6,0,0,0,36,36
ANKFY1,3966,2271,2703,2658,2856,2240,2559,2901,2149,1364,1281,1537
ANKH,1787,1190,2370,884,1318,1355,818,1576,872,252,255,234
ANKHD1,306,212,437,153,402,132,239,167,106,186,177,79
ANKHD1-EIF4EBP3,29,7,18,13,11,65,21,28,22,19,13,23
ANKIB1,2775,1914,3238,1871,2772,1682,1889,2670,1675,1098,932,881
ANKK1,27,1,15,8,8,27,9,25,20,1,3,2
ANKLE1,80,20,55,27,55,36,163,52,56,95,142,295
ANKLE2,3409,2249,3202,2437,3521,2469,2622,3054,2765,2482,2626,3829
ANKMY1,858,370,683,307,387,342,414,614,469,173,186,239
ANKMY2,1233,719,1095,831,835,589,569,1087,677,1166,1635,1845
ANKRA2,1059,717,717,439,566,416,877,1222,781,421,326,433
ANKRD1,101,258,0,29,3,0,77,0,0,61,0,2
ANKRD10,3613,2007,2973,2091,2306,2127,2125,2271,1886,2890,3009,3615
ANKRD11,10929,5015,12228,5800,9049,9914,5044,7638,5759,2512,1985,2270
ANKRD12,18267,8481,19858,9844,18289,12658,9328,9606,6692,4590,2694,2476
ANKRD13A,3994,2614,3715,2433,3187,2197,2206,2764,2069,2109,2967,3806
ANKRD13B,92,24,81,70,56,52,97,20,36,262,340,614
ANKRD13C,1045,877,1504,757,1904,1160,923,1189,989,816,848,1065
ANKRD13D,3554,1448,5729,1577,3237,3452,1866,2896,2586,657,740,1111
ANKRD16,133,70,113,61,99,47,63,119,90,125,135,298
ANKRD17,5017,3650,5859,3190,5429,4249,3231,3054,2362,4761,4585,5787
ANKRD18A,6,6,1,0,0,0,0,1,0,1,0,1
ANKRD18B,2,0,0,0,0,0,1,2,0,99,106,88
ANKRD18DP,0,0,0,0,0,0,0,0,0,1,3,2
ANKRD19P,5,0,2,2,5,0,146,11,16,0,2,2
ANKRD2,1,0,0,1,0,0,0,0,0,1,2,1
ANKRD20A1,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD20A11P,0,144,13,1,5,0,2,10,4,13,16,12
ANKRD20A12P,16,3,0,2,1,0,6,3,0,95,88,76
ANKRD20A19P,0,1,0,0,0,0,0,0,1,56,179,242
ANKRD20A2,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD20A3,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD20A4,16,21,13,3,0,0,8,0,10,4,0,1
ANKRD20A5P,257,93,177,114,107,101,152,144,115,42,20,15
ANKRD20A8P,4,6,1,1,0,0,3,1,3,16,16,16
ANKRD20A9P,1,0,0,0,0,0,0,0,0,0,0,0
ANKRD22,6,14,3,22,3,0,12,3,0,7,0,0
ANKRD23,289,165,151,196,137,86,149,213,172,180,149,283
ANKRD24,86,43,82,17,37,15,44,39,55,21,19,15
ANKRD26,714,532,498,415,622,205,605,630,295,689,626,447
ANKRD26P1,1,0,1,0,0,0,2,1,0,12,5,17
ANKRD26P3,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD27,2173,1537,2230,1487,2026,1464,1604,1659,1356,1489,1619,2306
ANKRD28,4652,2162,3813,1703,3316,2535,2707,1724,2300,1871,1492,2020
ANKRD29,1,4,2,4,0,0,5,0,0,0,1,0
ANKRD30A,0,0,0,0,0,0,0,0,0,0,1,0
ANKRD30B,0,0,0,0,0,0,0,0,0,0,0,2
ANKRD30BL,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD30BP2,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD30BP3,0,0,0,0,0,0,0,1,0,0,1,0
ANKRD31,14,11,0,10,2,0,12,4,0,2,3,2
ANKRD33,0,0,0,0,0,0,0,1,0,15,26,49
ANKRD33B,215,77,216,556,408,456,518,323,520,149,65,159
ANKRD34A,69,17,76,39,69,92,71,25,42,86,35,70
ANKRD34B,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD34C,0,0,0,0,0,0,0,0,0,5,1,2
ANKRD34C-AS1,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD35,21,5,13,21,1,0,9,7,3,9,8,9
ANKRD36,1296,608,988,878,959,573,838,928,762,408,347,377
ANKRD36B,641,197,497,351,427,179,318,440,337,224,202,185
ANKRD36BP1,7,2,4,3,0,0,3,5,4,4,2,0
ANKRD36BP2,17,4,1,3,1,0,10,1,1,6,0,0
ANKRD36C,1470,586,1397,926,1260,782,787,923,765,393,601,507
ANKRD37,145,93,37,79,80,42,299,173,74,342,234,325
ANKRD39,175,101,92,105,99,66,98,147,88,257,222,344
ANKRD40,1634,1036,2041,1382,2251,1351,1164,1623,1456,1270,1934,2560
ANKRD42,253,233,467,186,409,393,190,470,403,321,410,441
ANKRD44,7023,4533,5672,6782,6216,3540,4406,3802,3102,1049,353,234
ANKRD44-IT1,98,14,64,54,44,37,24,79,34,10,8,1
ANKRD45,0,0,0,0,0,0,1,2,0,26,18,22
ANKRD46,339,256,391,203,435,128,211,324,209,204,175,191
ANKRD49,1424,948,1536,780,1181,634,809,1005,633,454,619,574
ANKRD50,73,134,120,47,189,89,118,167,87,798,1273,1353
ANKRD52,4042,2157,3880,2692,2921,2830,2493,4595,3635,3306,4562,6853
ANKRD53,8,10,13,6,2,23,6,11,24,6,7,5
ANKRD54,470,218,492,310,446,378,288,524,541,334,530,914
ANKRD55,3,2,3,0,0,0,1,0,0,31,62,47
ANKRD6,167,224,174,129,243,156,159,193,147,42,10,13
ANKRD60,0,0,1,0,0,0,0,0,0,0,0,0
ANKRD61,2,4,2,1,8,11,0,1,2,5,3,4
ANKRD62,0,0,0,0,1,0,0,0,0,12,15,20
ANKRD62P1-PARP4P3,0,0,0,0,0,0,0,0,0,4,1,2
ANKRD63,0,0,0,0,0,0,0,0,0,2,3,4
ANKRD65,0,0,0,0,0,0,0,0,0,0,1,0
ANKRD66,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD7,0,1,1,0,0,0,0,4,0,1,4,2
ANKRD9,15,2,6,23,2,0,41,200,120,167,236,465
ANKS1A,805,486,513,490,632,426,476,908,599,340,271,351
ANKS1B,2,0,2,2,0,1,0,3,0,1,0,1
ANKS3,364,176,269,207,218,303,179,293,183,211,236,387
ANKS4B,1,0,0,0,0,0,0,0,0,2,2,2
ANKS6,507,213,404,404,330,296,221,375,233,818,1609,2351
ANKUB1,0,0,0,0,0,0,0,0,0,0,0,0
ANKZF1,5176,2391,3506,2118,2142,1502,2591,2948,2243,1454,1281,1605
ANLN,20,32,4,47,6,20,169,23,10,1689,2205,2902
ANO1,0,0,0,0,1,0,0,3,2,0,0,0
ANO1-AS2,0,0,0,0,0,0,0,0,0,0,0,0
ANO10,201,175,138,189,250,58,118,164,135,570,833,1027
ANO2,0,0,0,0,0,0,0,2,0,1,0,0
