ID_REF	min	0.5%	1%	2.5%	97.5%	99%	99.5%	max	mean	sd	thr	thrNum	pval	Perc -1.00	Perc -0.95	Perc -0.90	Perc -0.85	Perc -0.80	Perc -0.75	Perc -0.70	Perc -0.65	Perc -0.60	Perc -0.55	Perc -0.50	Perc -0.45	Perc -0.40	Perc -0.35	Perc -0.30	Perc -0.25	Perc -0.20	Perc -0.15	Perc -0.10	Perc -0.05	Perc 0.00	Perc 0.05	Perc 0.10	Perc 0.15	Perc 0.20	Perc 0.25	Perc 0.30	Perc 0.35	Perc 0.40	Perc 0.45	Perc 0.50	Perc 0.55	Perc 0.60	Perc 0.65	Perc 0.70	Perc 0.75	Perc 0.80	Perc 0.85	Perc 0.90	Perc 0.95	Perc 1.00	Expr -1.00	Expr -0.95	Expr -0.90	Expr -0.85	Expr -0.80	Expr -0.75	Expr -0.70	Expr -0.65	Expr -0.60	Expr -0.55	Expr -0.50	Expr -0.45	Expr -0.40	Expr -0.35	Expr -0.30	Expr -0.25	Expr -0.20	Expr -0.15	Expr -0.10	Expr -0.05	Expr 0.00	Expr 0.05	Expr 0.10	Expr 0.15	Expr 0.20	Expr 0.25	Expr 0.30	Expr 0.35	Expr 0.40	Expr 0.45	Expr 0.50	Expr 0.55	Expr 0.60	Expr 0.65	Expr 0.70	Expr 0.75	Expr 0.80	Expr 0.85	Expr 0.90	Expr 0.95	Expr 1.00	Abs 1.00	Abs 1.20	Abs 1.40	Abs 1.60	Abs 1.80	Abs 2.00	Abs 2.20	Abs 2.40	Abs 2.60	Abs 2.80	Abs 3.00	Abs 3.20	Abs 3.40	Abs 3.60	Abs 3.80	Abs 4.00	Abs 4.20	Abs 4.40	Abs 4.60	Abs 4.80	Abs 5.00	Abs 5.20	Abs 5.40	Abs 5.60	Abs 5.80	Abs 6.00	Abs 6.20	Abs 6.40	Abs 6.60	Abs 6.80	Abs 7.00	Abs 7.20	Abs 7.40	Abs 7.60	Abs 7.80	Abs 8.00	Abs 8.20	Abs 8.40	Abs 8.60	Abs 8.80	Abs 9.00	Abs 9.20	Abs 9.40	Abs 9.60	Abs 9.80	Abs 10.00	Abs 10.20	Abs 10.40	Abs 10.60	Abs 10.80	Abs 11.00	Abs 11.20	Abs 11.40	Abs 11.60	Abs 11.80	Abs 12.00	Abs 12.20	Abs 12.40	Abs 12.60	Abs 12.80	Abs 13.00	Abs 13.20	Abs 13.40	Abs 13.60	Abs 13.80	Abs 14.00	Abs 14.20	Abs 14.40	Abs 14.60	Abs 14.80	Abs 15.00	Abs 15.20	Abs 15.40	Abs 15.60	Abs 15.80	Abs 16.00
ADGRE5	1006.52	1006.52	1006.52	1006.52	3742.06	3742.06	3742.06	3963.82	2688.52181818182	1007.16791204408	2417.42910714286	7	0.123229461756374	1006.52	1006.52	1006.52	1006.52	1006.52	1006.52	1006.52	1437.98	1437.98	1437.98	1437.98	1437.98	1437.98	1437.98	1579.89	1579.89	1579.89	1579.89	1579.89	1579.89	2417.43	2922.60	2922.60	2922.60	2991.03	2991.03	2991.03	3356.33	3356.33	3356.33	3415.51	3415.51	3415.51	3415.51	3488.70	3488.70	3488.70	3742.06	3742.06	3742.06	3963.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIMD4	20.0	20.0	20.0	20.0	27.49	27.49	27.49	31.04	21.6845454545455	3.65273338159588	24.6325	2	0.0580736543909348	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	24.63	27.49	27.49	27.49	27.49	27.49	27.49	27.49	27.49	27.49	27.49	27.49	27.49	27.49	27.49	27.49	27.49	27.49	27.49	27.49	31.04	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPTBN1	247.98	247.98	247.98	247.98	1220.82	1220.82	1220.82	1403.46	855.603636363636	369.013667528915	826.139833333333	6	0.508498583569405	247.98	247.98	247.98	247.98	247.98	341.85	341.85	341.85	341.85	341.85	444.69	444.69	444.69	444.69	444.69	709.68	709.68	709.68	709.68	709.68	826.14	899.09	899.09	899.09	1063.76	1063.76	1063.76	1063.76	1102.68	1102.68	1102.68	1102.68	1211.64	1211.64	1211.64	1211.64	1220.82	1220.82	1220.82	1220.82	1403.46	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PELI1	281.39	281.39	281.39	281.39	533.55	533.55	533.55	910.87	429.35	172.491437257832	646.034	1	0.46742209631728	281.39	281.39	281.39	296.84	296.84	321.43	321.43	331.09	331.09	334.59	334.59	334.59	357.23	357.23	378.80	378.80	482.46	482.46	494.60	494.60	646.03	910.87	910.87	910.87	910.87	910.87	910.87	910.87	910.87	910.87	910.87	910.87	910.87	910.87	910.87	910.87	910.87	910.87	910.87	910.87	910.87	0	0	1	0	2	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP4	305.92	305.92	305.92	305.92	531.41	531.41	531.41	582.1	433.057272727273	81.88974750912	468.806041666667	3	0.624645892351275	305.92	305.92	305.92	342.17	342.17	342.17	360.57	360.57	360.57	381.93	381.93	381.93	422.79	422.79	422.79	424.80	424.80	424.80	434.78	434.78	468.81	528.85	528.85	528.85	528.85	528.85	528.85	528.85	528.85	528.85	531.41	531.41	531.41	531.41	531.41	531.41	531.41	531.41	531.41	531.41	582.10	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	2	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLT3	20.0	20.0	20.0	20.0	75.39	75.39	75.39	82.42	50.7809090909091	18.6702522038502	49.3655	6	0.726628895184136	20.00	20.00	20.00	20.00	20.00	29.00	29.00	29.00	29.00	29.00	29.14	29.14	29.14	29.14	29.14	45.21	45.21	45.21	45.21	45.21	49.37	53.91	53.91	53.91	54.57	54.57	54.57	54.57	58.57	58.57	58.57	58.57	64.75	64.75	64.75	64.75	75.39	75.39	75.39	75.39	82.42	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPA3	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20	0	20	11	0.932011331444759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTK	20.0	20.0	20.0	20.0	252.62	252.62	252.62	255.17	98.9981818181818	82.3417426249433	159.235833333333	2	0.440509915014164	20.00	20.00	20.00	20.00	20.00	33.18	33.18	33.18	33.47	33.47	54.68	54.68	54.68	63.97	63.97	98.40	98.40	98.40	112.56	112.56	159.24	252.62	252.62	252.62	252.62	252.62	252.62	252.62	252.62	252.62	252.62	252.62	252.62	252.62	252.62	252.62	252.62	252.62	252.62	252.62	255.17	1	0	0	2	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC_00019.1	6.0	6.0	6.0	6.0	14.0	14.0	14.0	16.0	11.0909090909091	2.71207888912296	11.3	5	0.669971671388102	6.00	6.00	6.00	6.00	9.00	9.00	9.00	9.00	9.00	9.00	9.00	9.00	9.00	9.00	9.00	9.00	10.00	10.00	10.00	10.00	11.30	12.00	12.00	12.00	12.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	13.00	14.00	14.00	14.00	14.00	14.00	16.00	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CCL5	6071.97	6071.97	6071.97	6071.97	20558.48	20558.48	20558.48	20741.5	11699.8690909091	4859.89687501224	13907.0495833333	3	0.422096317280453	6071.97	6071.97	6071.97	6481.96	6481.96	6481.96	7440.67	7440.67	7440.67	9364.83	9364.83	9364.83	10140.55	10140.55	10140.55	10237.71	10237.71	10237.71	10488.80	10488.80	13907.05	14988.56	14988.56	14988.56	14988.56	14988.56	14988.56	14988.56	14988.56	14988.56	20558.48	20558.48	20558.48	20558.48	20558.48	20558.48	20558.48	20558.48	20558.48	20558.48	20741.50	0	0	1	0	0	1	0	0	0	0	0	1	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOX4	20.0	20.0	20.0	20.0	20.0	20.0	20.0	27.73	20.7027272727273	2.22221875573651	23.865	1	0.00708215297450425	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	23.86	27.73	27.73	27.73	27.73	27.73	27.73	27.73	27.73	27.73	27.73	27.73	27.73	27.73	27.73	27.73	27.73	27.73	27.73	27.73	27.73	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXL7	20.0	20.0	20.0	20.0	31.31	31.31	31.31	33.35	22.5972727272727	4.74075768955494	26.3822222222222	2	0.0807365439093484	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	26.38	31.31	31.31	31.31	31.31	31.31	31.31	31.31	31.31	31.31	31.31	31.31	31.31	31.31	31.31	31.31	31.31	31.31	31.31	31.31	33.35	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD86	44.28	44.28	44.28	44.28	119.42	119.42	119.42	144.74	84.0418181818182	26.7283349201425	102.723333333333	2	0.651558073654391	44.28	44.28	44.28	55.45	55.45	64.41	64.41	64.41	76.84	76.84	77.63	77.63	77.63	80.28	80.28	86.16	86.16	86.16	86.80	86.80	102.72	119.42	119.42	119.42	119.42	119.42	119.42	119.42	119.42	119.42	119.42	119.42	119.42	119.42	119.42	119.42	119.42	119.42	119.42	119.42	144.74	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSC	52.19	52.19	52.19	52.19	140.16	140.16	140.16	178.1	88.1318181818182	39.4754956945518	106.04375	3	0.424929178470255	52.19	52.19	52.19	52.30	52.30	52.30	52.63	52.63	52.63	58.87	58.87	58.87	62.96	62.96	62.96	78.47	78.47	78.47	84.43	84.43	106.04	118.09	118.09	118.09	118.09	118.09	118.09	118.09	118.09	118.09	140.16	140.16	140.16	140.16	140.16	140.16	140.16	140.16	140.16	140.16	178.10	0	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAGLB	136.26	136.26	136.26	136.26	254.34	254.34	254.34	311.09	207.931818181818	50.3364599142034	195.8875	7	0.672804532577904	136.26	136.26	136.26	136.26	136.26	136.26	136.26	150.95	150.95	150.95	150.95	150.95	150.95	150.95	154.99	154.99	154.99	154.99	154.99	154.99	195.89	205.88	205.88	205.88	217.74	217.74	217.74	218.36	218.36	218.36	226.92	226.92	226.92	226.92	246.02	246.02	246.02	254.34	254.34	254.34	311.09	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF7	20.0	20.0	20.0	20.0	44.23	44.23	44.23	85.3	33.6763636363636	18.5399045171255	56.907	1	0.481586402266289	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	22.37	22.37	22.37	28.60	28.60	30.45	30.45	36.68	36.68	42.81	42.81	56.91	85.30	85.30	85.30	85.30	85.30	85.30	85.30	85.30	85.30	85.30	85.30	85.30	85.30	85.30	85.30	85.30	85.30	85.30	85.30	85.30	1	2	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S100A8	38.53	38.53	38.53	38.53	272.95	272.95	272.95	904.14	195.685454545455	235.879160833895	514.49	1	0.118980169971671	38.53	38.53	38.53	60.83	60.83	62.14	62.14	84.10	84.10	96.82	96.82	96.82	114.54	114.54	116.25	116.25	136.88	136.88	265.36	265.36	514.49	904.14	904.14	904.14	904.14	904.14	904.14	904.14	904.14	904.14	904.14	904.14	904.14	904.14	904.14	904.14	904.14	904.14	904.14	904.14	904.14	0	0	1	1	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDGFRA	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20	0	20	11	0.93342776203966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL3	23.5	23.5	23.5	23.5	98.95	98.95	98.95	203.14	62.7127272727273	47.9338094935295	125.905	1	0.206798866855524	23.50	23.50	23.50	34.25	34.25	42.25	42.25	43.13	43.13	44.73	44.73	44.73	44.95	44.95	45.63	45.63	50.74	50.74	58.57	58.57	125.91	203.14	203.14	203.14	203.14	203.14	203.14	203.14	203.14	203.14	203.14	203.14	203.14	203.14	203.14	203.14	203.14	203.14	203.14	203.14	203.14	0	0	0	1	0	1	4	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL27	20.0	20.0	20.0	20.0	31.37	31.37	31.37	31.9	23.6445454545455	4.90196132108247	26.08375	3	0.0637393767705382	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	22.48	22.48	26.08	31.08	31.08	31.08	31.08	31.08	31.08	31.08	31.08	31.08	31.37	31.37	31.37	31.37	31.37	31.37	31.37	31.37	31.37	31.37	31.90	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THBD	20.0	20.0	20.0	20.0	70.64	70.64	70.64	98.95	52.6590909090909	20.7581184357286	57.1598214285714	4	0.84985835694051	20.00	20.00	20.00	20.00	26.84	26.84	26.84	36.82	36.82	36.82	43.50	43.50	43.50	43.50	51.40	51.40	51.40	52.47	52.47	52.47	57.16	60.48	60.48	60.48	60.48	60.48	60.48	64.58	64.58	64.58	64.58	64.58	64.58	64.58	70.64	70.64	70.64	70.64	70.64	70.64	98.95	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRC1	20.0	20.0	20.0	20.0	368.49	368.49	368.49	483.73	159.444545454545	142.352377849261	263.147777777778	2	0.464589235127479	20.00	20.00	20.00	25.88	25.88	29.00	29.00	29.00	65.74	65.74	83.47	83.47	83.47	113.46	113.46	168.19	168.19	168.19	193.86	193.86	263.15	368.49	368.49	368.49	368.49	368.49	368.49	368.49	368.49	368.49	368.49	368.49	368.49	368.49	368.49	368.49	368.49	368.49	368.49	368.49	483.73	0	2	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL4	20.0	20.0	20.0	20.0	32.11	32.11	32.11	41.83	26.0645454545455	6.90027451843417	26.622	5	0.454674220963173	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.68	20.68	20.68	20.68	26.62	29.00	29.00	29.00	29.00	29.52	29.52	29.52	29.52	29.52	31.31	31.31	31.31	31.31	31.31	32.11	32.11	32.11	32.11	32.11	41.83	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNKSR1	20.0	20.0	20.0	20.0	38.25	38.25	38.25	105.77	32.2872727272727	24.0461915680138	65.3545	1	0.084985835694051	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.68	20.68	20.68	22.85	22.85	25.69	25.69	25.94	25.94	35.98	35.98	65.35	105.77	105.77	105.77	105.77	105.77	105.77	105.77	105.77	105.77	105.77	105.77	105.77	105.77	105.77	105.77	105.77	105.77	105.77	105.77	105.77	1	3	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAFD1	532.26	532.26	532.26	532.26	1722.47	1722.47	1722.47	2296.53	1002.75363636364	574.813738199724	1283.71916666667	3	0.0991501416430595	532.26	532.26	532.26	618.18	618.18	618.18	628.77	628.77	628.77	641.14	641.14	641.14	644.74	644.74	644.74	687.23	687.23	687.23	703.37	703.37	1283.72	1686.53	1686.53	1686.53	1686.53	1686.53	1686.53	1686.53	1686.53	1686.53	1722.47	1722.47	1722.47	1722.47	1722.47	1722.47	1722.47	1722.47	1722.47	1722.47	2296.53	0	0	0	0	0	0	2	2	0	0	1	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZC3H14	337.11	337.11	337.11	337.11	485.0	485.0	485.0	486.67	419.972727272727	54.4784232669498	424.465166666667	5	0.342776203966006	337.11	337.11	337.11	337.11	338.59	338.59	338.59	338.59	369.34	369.34	369.34	369.34	391.87	391.87	391.87	391.87	393.80	393.80	393.80	393.80	424.47	459.62	459.62	459.62	459.62	464.02	464.02	464.02	464.02	464.02	474.10	474.10	474.10	474.10	474.10	485.00	485.00	485.00	485.00	485.00	486.67	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOS2	20.0	20.0	20.0	20.0	33.21	33.21	33.21	39.15	24.7454545454545	6.74145164248278	26.525	4	0.188385269121813	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	20.00	26.52	27.73	27.73	27.73	27.73	27.73	27.73	32.11	32.11	32.11	32.11	32.11	32.11	32.11	33.21	33.21	33.21	33.21	33.21	33.21	39.15	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
